transaction_id,card_number,card_type,expiration_date,cvv,card_holder_name,billing_address,billing_city,billing_state,billing_postal_code,billing_country,transaction_amount,transaction_date,merchant_name,merchant_category,transaction_description,transaction_type,currency_code,exchange_rate,conversion_amount,conversion_date,transaction_status,authorization_code,payment_gateway,transaction_reference_number,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_postal_code
48,5602243510252674414,Mastercard,8/9/2024,815,Elmer Portt,82 Jenifer Alley,Novomykolayivka,,,Ukraine,7770.67,9/25/2030,Eadel,Retail,bibendum morbi non quam nec dui luctus rutrum nulla tellus in,Cash Advance,UAH,1.9533,663.61,1/23/2023,Approved,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,Photolist,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,Marge Lanyon,mlanyon1b@wordpress.com,974-744-5394,26 Fuller Court,Muritiba,,44340-000
49,6706536936137329,Visa,10/31/2028,438,Cecilla Nockolds,4 Clove Trail,Panao,,,Peru,6222.12,3/25/2027,Skinix,Entertainment,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,Refund,PEN,0.7876,3340.57,6/23/2028,Declined,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Janyx,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,Perrine Sidwell,psidwell1c@newsvine.com,481-714-7122,3 Riverside Pass,Ashgabat,,
50,374288850911636,American Express,4/25/2030,271,Gennifer Evequot,155 Westend Center,Qianshan,,,China,1797.17,5/13/2025,Oyoloo,Travel,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,Refund,CNY,1.9704,1176.3,7/23/2022,Declined,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,Divape,urna ut tellus nulla ut erat id mauris vulputate elementum nullam,Hardy Butfield,hbutfield1d@about.com,744-832-6407,02405 Meadow Vale Crossing,Yanfolila,,
51,3586764119891684,American Express,1/21/2022,780,Jordon Ivan,72 Summit Terrace,Tampocon,,6210,Philippines,4051.11,2/18/2028,Dabshots,Retail,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,Purchase,PHP,1.807,4012.76,10/8/2023,Declined,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,Miboo,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,Raphael Poolman,rpoolman1e@unblog.fr,497-501-6386,3738 Pawling Point,Brumadinho,,35460-000
52,3573729807522235,American Express,8/14/2026,444,Adaline Pickin,2938 Fair Oaks Center,Kaiyun,,,China,8309.95,11/19/2023,Mynte,Dining,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,Refund,CNY,1.6323,8675.81,6/24/2026,Approved,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,Riffpedia,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,Dorthea Kubatsch,dkubatsch1f@china.com.cn,529-148-0434,2262 Texas Way,Fushan,,
53,06044458331146600,American Express,12/16/2028,464,Rancell Mathews,6 Brickson Park Drive,Bulacan,,3017,Philippines,8509.98,1/29/2027,Jayo,Entertainment,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,Cash Advance,PHP,0.6074,4659.85,11/18/2029,Declined,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,Brightbean,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,Nikoletta Rosewarne,nrosewarne1g@discovery.com,717-974-6979,0 Washington Parkway,Ngorongoro,,
54,5610698947930406517,American Express,9/5/2023,575,Ripley Marty,88318 Crest Line Pass,Likhovskoy,,347820,Russia,8454.23,2/20/2030,Abata,Dining,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,Purchase,RUB,0.7436,6938.19,1/14/2023,Approved,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,Edgewire,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,Evy Longcake,elongcake1h@eepurl.com,323-321-6642,07 Sullivan Junction,Chengmen,,
55,372301953275791,Visa,1/10/2030,832,Marice Howes,10 Pleasure Alley,Yong’an,,,China,8814.07,10/5/2022,Realcube,Travel,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,Purchase,CNY,1.7223,2434.9,7/8/2030,Pending,lectus in est risus auctor sed tristique in tempus sit amet sem fusce,Midel,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,Roosevelt Axston,raxston1i@tiny.cc,266-749-7929,7 Meadow Valley Street,Saint John,NB,E2L
56,5602212671494666,American Express,3/22/2029,233,Mozelle Couves,733 Loftsgordon Park,Panggungwinong,,,Indonesia,487.38,3/30/2023,Npath,Travel,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,Purchase,IDR,0.6608,7626.73,12/14/2022,Approved,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,Oyoba,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,Tabb Elliston,telliston1j@deliciousdays.com,215-157-5992,79 Manufacturers Drive,Naples,FL,34102
57,30557130727236,Mastercard,2/18/2025,620,Godart Cranton,3 Gina Court,Bryukhovetskaya,,352762,Russia,2066.88,8/1/2023,Meejo,Entertainment,sapien placerat ante nulla justo aliquam quis turpis eget elit,Purchase,RUB,1.4451,5139.77,6/23/2028,Pending,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,Rhyzio,congue etiam justo etiam pretium iaculis justo in hac habitasse platea,Somerset Anderer,sanderer1k@economist.com,483-324-5414,6 Eastlawn Alley,Bogandinskiy,,625520
58,379599458066747,Visa,10/27/2030,891,Robina Bence,0 Thackeray Point,Fiães,01,4505-224,Portugal,8092.94,3/27/2022,Digitube,Retail,felis ut at dolor quis odio consequat varius integer ac leo pellentesque,Cash Advance,EUR,1.6889,1380.9,11/14/2024,Approved,fusce posuere felis sed lacus morbi sem mauris laoreet ut,Realblab,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,Frasco Copin,fcopin1l@google.co.uk,845-456-5241,9 Lakewood Avenue,Masjid,,
59,3542106589551963,Visa,3/22/2029,386,Peggie Janew,538 Bashford Center,Igunga,,,Tanzania,7055.13,10/1/2029,Gabspot,Travel,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,Refund,TZS,1.4249,2839.0,12/23/2025,Approved,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,Skalith,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,Arie Lillecrop,alillecrop1m@symantec.com,999-756-7470,609 Arizona Park,Gaoqiao,,
60,3536215034913369,Visa,1/1/2023,453,Reynard McCullock,8 Springs Parkway,Tuusniemi,,71201,Finland,5445.17,2/11/2029,Digitube,Dining,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,Cash Advance,EUR,0.6373,2327.21,12/26/2024,Pending,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Feedfire,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,Herta Fison,hfison1n@prlog.org,387-104-6511,0 Continental Pass,Shigongqiao,,
61,3532538430294488,Visa,7/12/2023,881,Marwin Ackers,99 New Castle Parkway,Cisoka,,,Indonesia,3067.06,9/5/2028,Twitterworks,Dining,nonummy integer non velit donec diam neque vestibulum eget vulputate,Purchase,IDR,1.9915,5360.27,1/21/2028,Declined,donec ut mauris eget massa tempor convallis nulla neque libero convallis,Rhybox,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,Wallache Ciani,wciani1o@twitpic.com,558-894-3405,50043 Washington Drive,Ar Riqāmā,,
62,3567863676528490,Mastercard,7/4/2024,173,Freeman Illston,281 Milwaukee Place,Lages,13,4620-279,Portugal,6578.3,11/6/2029,Flashspan,Entertainment,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,Refund,EUR,0.6016,5306.44,3/21/2027,Approved,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,Kare,sed magna at nunc commodo placerat praesent blandit nam nulla integer,Gayla Layus,glayus1p@shutterfly.com,696-983-9255,6 Namekagon Terrace,Naebugis,,
63,3536477220444951,American Express,10/7/2029,984,Edeline Snodden,0 Manitowish Center,Sumberpandan,,,Indonesia,3938.58,2/4/2023,Mynte,Retail,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Refund,IDR,1.56,7493.87,5/22/2024,Pending,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,Yambee,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,Estele Asbury,easbury1q@google.co.jp,763-865-6018,1862 Prairie Rose Court,Goascorán,,
64,5602256437610248,Mastercard,1/30/2029,333,Birch Heales,6 Merchant Hill,Sukmoilang,,,Indonesia,8766.86,7/2/2030,Browsedrive,Travel,nulla nunc purus phasellus in felis donec semper sapien a libero,Cash Advance,IDR,1.7448,6403.07,3/17/2029,Approved,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,Wordify,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,Merl Brislawn,mbrislawn1r@indiegogo.com,663-605-8091,81960 8th Court,Vales,18,3550-053
65,3534887621528040,Visa,5/20/2029,384,Sharleen Tuffell,8433 Prairie Rose Trail,Cañada de Gómez,,2500,Argentina,7048.21,1/7/2022,Dabtype,Retail,massa id lobortis convallis tortor risus dapibus augue vel accumsan,Purchase,ARS,0.7896,7719.07,12/18/2029,Pending,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,Flipopia,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,Bettye Caplin,bcaplin1s@businessweek.com,681-929-8042,76 Forest Dale Center,Áyioi Apóstoloi,,
66,3531891023248101,Visa,1/31/2027,230,Filia Sulley,07 Veith Center,Yabrūd,,,Syria,2551.5,10/9/2028,Skinder,Dining,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Purchase,SYP,0.6235,775.73,8/13/2030,Approved,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,Leexo,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,Hamel Dufoure,hdufoure1t@github.com,539-607-0202,240 Merry Avenue,Thap Khlo,,71000
67,630482248810381851,Mastercard,5/5/2022,539,Deirdre Tuffell,48402 Calypso Crossing,Palaran,,,Indonesia,8377.97,12/21/2029,Realbridge,Dining,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,Purchase,IDR,0.5504,4720.53,10/8/2025,Declined,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,Dynava,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,Dalis Orbine,dorbine1u@chronoengine.com,907-843-0098,6 Gulseth Lane,Shuanghekou,,
68,3528571096495764,Mastercard,9/27/2029,109,Marylin Scolts,76246 Menomonie Way,Kabare,,,Democratic Republic of the Congo,5146.98,5/28/2030,Babbleset,Entertainment,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,Refund,CDF,1.0311,705.12,2/6/2030,Declined,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,Lajo,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,Nanette Waycot,nwaycot1v@berkeley.edu,852-361-8049,07882 Nevada Avenue,Dajasongai,,
69,3557778524810837,Mastercard,12/14/2027,228,Ely Janus,0 Prairie Rose Way,Mogilany,,32-031,Poland,4505.61,4/7/2026,Twitterbridge,Retail,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,Purchase,PLN,1.0847,5860.7,11/28/2024,Approved,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,Ntags,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,Hogan Meese,hmeese1w@tinyurl.com,571-739-9539,91 Red Cloud Hill,Uddevalla,O,451 19
70,5602221149143912,American Express,6/29/2027,416,Wyatan Boothebie,486 Jackson Lane,Cláudio,,35530-000,Brazil,8837.94,4/24/2030,Mudo,Entertainment,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,Cash Advance,BRL,1.7033,9496.93,8/7/2022,Pending,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,Quimba,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,Noland Wade,nwade1x@gov.uk,506-188-0343,92 Center Plaza,Kuala Terengganu,TRG,20576
71,3536910846892450,Visa,12/18/2025,249,Devon Cokly,79223 Sunnyside Crossing,Huangchen,,,China,2765.5,2/20/2022,Janyx,Dining,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,Cash Advance,CNY,1.1352,2330.07,6/8/2030,Approved,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,Thoughtworks,a odio in hac habitasse platea dictumst maecenas ut massa quis,Samaria Batman,sbatman1y@com.com,636-547-8563,54525 Schmedeman Court,Changxing,,
72,3554874439263775,Visa,11/23/2028,544,Elysee O'Mailey,43 Warner Crossing,Huyuan,,,China,6954.59,12/7/2027,Jabbersphere,Travel,mauris morbi non lectus aliquam sit amet diam in magna bibendum,Purchase,CNY,1.9943,233.16,10/11/2028,Pending,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,Jazzy,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,Linet Fyndon,lfyndon1z@t.co,958-747-8150,87860 Ryan Terrace,Aksakovo,,9155
73,3569831773255984,Visa,3/24/2030,335,John Bowton,4 Iowa Pass,Gao’an,,,China,6802.07,7/21/2030,Livefish,Retail,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,Refund,CNY,1.9593,5521.58,8/15/2024,Pending,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,Minyx,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,Valaria Birden,vbirden20@about.com,954-660-3095,457 Jana Lane,Fushun,,
74,3547489462455717,Visa,3/14/2027,899,Felice Dawidowitz,19843 Crest Line Pass,Detusoko,,,Indonesia,1259.08,10/18/2027,Thoughtworks,Retail,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,Cash Advance,IDR,0.6685,850.04,9/8/2026,Pending,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,Viva,convallis nulla neque libero convallis eget eleifend luctus ultricies eu,Kerri Thridgould,kthridgould21@pbs.org,216-563-0964,349 School Trail,Al Fayyūm,,
75,4041594622922990,Visa,1/9/2023,876,Barrie Harberer,315 Toban Lane,Jiangna,,,China,7275.75,3/28/2022,Voomm,Retail,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Refund,CNY,1.6551,7377.71,1/31/2024,Approved,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,Yabox,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,Conant Collingwood,ccollingwood22@huffingtonpost.com,883-833-6246,0 Surrey Avenue,Shengmi,,
76,3570516065340837,American Express,5/16/2024,432,Averyl Matchell,4 South Circle,Muurla,,25130,Finland,8043.98,8/26/2022,Jabberstorm,Dining,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,Purchase,EUR,0.5132,9094.95,10/22/2026,Approved,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,Browsedrive,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,Galvan Rotter,grotter23@cisco.com,491-452-5786,51 Cody Avenue,Suizhong,,
77,3554582566792819,Visa,11/18/2029,941,Josh Sturrock,755 4th Plaza,Ostankinskiy,,901993,Russia,3989.83,8/11/2025,Katz,Retail,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,Cash Advance,RUB,1.2599,3292.19,10/2/2026,Declined,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Gabcube,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,Hillyer Jirick,hjirick24@drupal.org,269-140-7774,5 Oak Valley Point,Biskamzha,,655735
78,5108751322272830,Visa,9/12/2030,568,Winnifred Schruyers,419 Loomis Hill,Youzha,,,China,5116.15,8/26/2023,Thoughtblab,Entertainment,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,Refund,CNY,1.9931,1370.99,2/26/2027,Declined,dui luctus rutrum nulla tellus in sagittis dui vel nisl,Kwimbee,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,Thane Benbrick,tbenbrick25@sciencedirect.com,906-434-2428,5919 Huxley Terrace,Capitán Solari,,3515
79,5602237107263088,Mastercard,12/22/2028,437,Lindsy Ailward,2349 Lukken Place,Baoquan,,,China,8959.57,2/3/2028,Brightdog,Dining,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,Cash Advance,CNY,1.13,6977.53,3/25/2029,Approved,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,Blognation,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,Elroy Morillas,emorillas26@usda.gov,691-211-8518,641 Browning Street,Suita,,956-0123
80,4492500519009,Visa,9/28/2022,168,Ermanno Byneth,1925 Arapahoe Trail,Trostyanets’,,,Ukraine,8903.77,5/3/2024,Jaxworks,Retail,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,Cash Advance,UAH,0.9527,9284.99,8/13/2024,Approved,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,Gigaclub,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,Jere Beer,jbeer27@nasa.gov,671-104-0823,9094 Toban Pass,Próchoma,,
81,3554568743779662,Visa,10/11/2026,742,Zach Sygrove,76132 Merry Parkway,Tiébo,,,Senegal,3798.26,6/27/2028,Twinte,Entertainment,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,Refund,XOF,1.4375,4668.98,12/15/2022,Declined,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,Flipopia,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,Nanci Passe,npasse28@printfriendly.com,847-427-1782,6 Montana Terrace,Mugala,,
